rank_v2,team,power_index_v2,team_strength_rating,strength_rank,prior_year_team_quality_score,returning_production_score,offense_returning_production,defense_returning_production,qb_score,qb_status,projected_qb,transfer_impact_score,transfer_count,projected_transfer_starters,recruiting_talent_score,coaching_continuity_score,schedule_strength_score,avg_opponent_rating,road_games,context_score
18,Oklahoma,62.86680004826469,63.575929496905964,18,55.00175513470072,75.358,75.9,74.8,43.58217273395845,Returning starter,John Mateer,48.453587400589704,16.0,0.0,89.20349807132351,85.0,45.84769328087421,51.936069416873686,5,50
19,Utah,62.65158520937618,63.47451857866866,19,62.759548878760256,70.94,79.4,61.4,56.49774774774775,Returning starter,Devon Dampier,44.68549529532654,16.0,0.0,73.06985880136884,85.0,42.901184346356516,50.221387452992055,5,50
20,Nebraska,61.781447641587356,62.24524814838895,23,44.30799898867773,74.97200000000001,71.4,79.0,62.68598317705462,Transfer (incoming),Anthony Colandrea,46.797337400589704,16.0,0.0,78.64411303395072,85.0,50.650235478349146,54.73084542801063,5,50
21,Georgia Tech,61.77155473379037,62.57581368195874,20,51.47255528996103,75.098,72.3,78.2,58.29771097628241,Returning starter,Haynes King,48.1340112250941,19.0,0.0,71.44081552246871,85.0,42.46933997774951,49.9700813254661,5,50
22,Alabama,61.72240126387555,62.23151810752475,24,57.54040210237779,63.117999999999995,52.8,74.7,45.0,Returning (limited 2025),Austin Mack,49.657183385143604,17.0,0.0,97.25569372317113,85.0,49.50359701629474,54.06357431712242,5,50
23,NC State,61.678681258096006,62.46518183578821,21,50.840750591137954,74.656,72.4,77.2,61.29159772016914,Returning starter,CJ Bailey,46.371725207907105,20.0,0.0,71.23486851979708,85.0,42.802667393483,50.16405681324755,5,50
24,Houston,61.57442934990901,62.40006586611338,22,51.057059166215474,81.042,82.9,79.0,54.55368633940063,Returning starter,Conner Weigman,44.864018691885285,18.0,0.0,66.10092925434515,85.0,41.75915296100384,48.101955383671935,6,50
25,Mississippi State,61.22448882297532,61.76039678226521,26,45.11699625489723,78.426,80.4,76.2,51.003688637617216,Returning starter,Blake Shapen,48.21396245840084,27.0,0.0,77.77508817878906,85.0,48.36269780001777,53.39964308452392,5,50
26,TCU,61.12121363954039,61.88070169249376,25,51.93703016121756,70.46600000000001,62.1,79.9,60.967664092664094,Transfer (incoming),Jaden Craig,44.46897087940215,12.0,0.0,76.22531744364062,85.0,42.89350036865956,51.671757849522265,4,50
27,Ole Miss,60.806792907643796,61.52867350486719,27,61.61070287710021,68.392,72.6,63.7,63.725294171722744,Returning starter,Trinidad Chambliss,53.881022828305284,28.0,0.0,81.38639626422119,0.0,43.481658574281916,52.014028750273745,4,50
28,Missouri,60.64480346880917,61.37560938020068,29,61.371633670288894,66.28,56.2,77.7,41.70918367346938,Transfer (incoming),Austin Simmons,49.39406687661333,30.0,0.0,80.67975433764596,85.0,43.105461595412876,50.34026390046688,5,50
29,Illinois,60.51098754385738,61.409405920416226,28,49.377706590790346,71.546,75.4,67.2,63.95362198933628,Returning starter,Luke Altmyer,45.56198906442928,19.0,0.0,70.048239050821,85.0,38.948946506445,49.37627681979782,4,50
30,Iowa,60.43144562973289,61.24632868580653,30,55.750081475514186,78.756,81.2,76.0,38.801192774407056,Returning starter,Mark Gronowski,42.759871429877236,15.0,0.0,74.0529052096779,85.0,40.87425228396557,49.04184110623575,5,50
31,Florida State,59.83579132945289,60.41747056447364,31,64.53952788806681,55.358,62.9,46.8,49.44750873322302,Returning starter,Thomas Castellanos,47.852654896591275,22.0,0.0,83.64143915288327,85.0,45.8754896889549,51.95224516948665,5,50
32,Baylor,59.67513632047368,60.12997247103391,33,53.470685426621145,64.242,73.1,54.2,60.051997150211434,Returning starter,Sawyer Robertson,47.40230108700699,31.0,0.0,70.53917520937773,85.0,48.759068707027915,52.175463913644606,6,50
33,Wake Forest,59.59272014400159,60.23137112244226,32,62.934634667308956,71.182,61.5,82.1,41.48430318073176,Returning starter,Robby Ashford,44.56671519390284,24.0,0.0,63.93361731906464,85.0,44.26509666142553,49.560256227520966,6,50
34,Louisville,59.51834233132092,60.081434273692416,34,57.54308649110715,67.75200000000001,62.3,73.9,48.99671355028498,Returning starter,Miller Moss,48.108587155985646,33.0,0.0,67.15363146519377,85.0,46.00413571440498,50.572267039264105,6,50
35,Boise State,58.83981883819877,59.45012863932933,37,49.1734223129501,77.10400000000001,80.3,73.5,50.63442268799412,Returning starter,Maddux Madsen,42.16405009290466,11.0,0.0,62.20953662984421,85.0,44.19238361106511,50.31149200220254,5,50
36,Maryland,58.811339406523864,59.56535734330537,36,46.53232594841663,76.262,77.6,74.7,45.11399154256297,Returning starter,Malik Washington,43.00384985142693,14.0,0.0,75.25844621469096,85.0,40.71490892376754,48.94911334200089,5,50
37,Virginia,58.795629397014245,59.615005878886286,35,57.13945748919324,69.668,67.6,72.0,49.785346571060856,Returning starter,Chandler Morris,47.29318968363088,30.0,0.0,60.04208267042897,85.0,39.13059383208525,48.027142096304416,5,50
38,Texas State,58.55934326974964,59.29907969888289,38,58.3171883831476,67.952,82.5,51.6,64.52254550468835,Returning starter,Brad Jackson,46.92343725511263,17.0,0.0,42.31147900219134,85.0,40.80566897055169,49.92773848915016,4,50
39,Utah State,58.2584260931996,58.70498057698587,40,49.41097668506151,75.59800000000001,74.0,77.4,55.366852822209964,Returning starter,Bryson Barnes,47.016205575113496,29.0,0.0,47.89381922973014,85.0,47.54111848232907,50.673143690087684,6,50
40,Navy,57.951627556179496,58.497692870259236,41,53.27160908428707,83.23599999999999,85.0,81.3,50.92474489795918,Returning starter,Blake Horvath,50.0,,,24.31005725992856,85.0,44.84606001826577,48.44349819515728,7,50
41,Toledo,57.90703909301969,58.994652796083834,39,68.24913042418207,57.478,66.9,46.8,55.477569406140844,Returning starter,Tucker Gleason,48.24654568868102,33.0,0.0,53.370015647044696,85.0,31.804310219480357,43.76370809627432,5,50
42,Northwestern,57.690158288411986,58.097723923998565,44,45.3833994880084,78.128,77.0,79.4,38.63721502114359,Returning starter,Preston Stone,47.516316512078575,17.0,0.0,63.87243887521388,85.0,47.908583034334214,51.68053500763526,6,50
43,Fresno State,57.546350103733744,58.152570601997404,43,50.282029712735344,79.188,79.0,79.4,44.97874149659863,Returning starter,E.J. Warner,41.35441895240852,13.0,0.0,52.82415648545613,85.0,42.997058145405745,48.02878778427819,6,50
44,Rutgers,57.455341140350214,58.23508670593132,42,38.50647407448244,71.694,75.1,67.8,58.04249402463689,Returning starter,Athan Kaliakmanis,44.4984679211053,15.0,0.0,72.40070224086693,85.0,38.74144756640342,47.80068356591963,5,50
45,Washington,57.196121966660705,57.64194123051238,47,65.89800906313968,60.304,49.4,72.6,34.17281439602868,Transfer (incoming),Elijah Brown,45.52076714466002,14.0,0.0,68.77133476420617,85.0,46.496459634220344,52.313610428823125,5,50
46,Clemson,57.077639021210274,57.871526676451744,45,49.645746841900696,67.9,64.4,71.9,34.4612980327266,Returning (limited 2025),Christopher Vizzina,43.30400224601472,11.0,0.0,86.19549387626454,85.0,38.02433529541473,47.383369549750256,5,50
47,UConn,56.787885555615,57.74094549573701,46,57.132167377326255,57.976000000000006,62.3,53.1,75.52583195440339,Returning starter,Joe Fagnano,49.010894542870574,53.0,0.0,38.36107619397833,85.0,33.91444699268666,44.99167432571747,5,50
48,Minnesota,56.78302419688827,57.453093258681726,48,38.24371875384871,73.912,74.1,73.7,47.95498942820372,Returning starter,Drake Lindsey,47.55506385667305,19.0,0.0,70.02353285504158,85.0,40.701366713845395,48.94123263177037,5,50
49,Western Michigan,56.45133774624263,57.30222126771979,49,45.699894876053214,81.004,78.3,84.0,44.18338619231477,Returning starter,Broc Lowry,44.53768443789309,14.0,0.0,47.701380467084924,85.0,36.03013323079075,44.76802800709455,6,50
50,UTSA,56.37009535357176,56.919365809302015,52,51.43833065862628,62.372,67.0,57.1,62.91011674940247,Returning starter,Owen McCown,45.95396205001237,20.0,0.0,50.98722833428392,85.0,43.18760441604581,48.933223844305964,6,50
51,Temple,56.32498383241747,56.91973977009503,51,40.825760674954125,76.786,80.9,72.2,58.09541046148189,Returning starter,Evan Simon,46.30017979767999,23.0,0.0,44.4295016209888,85.0,42.05084132815599,49.72654156288116,5,50
52,Pittsburgh,56.29855087611189,56.98421564396147,50,54.713628241744594,62.324000000000005,58.0,67.2,49.67790494576209,Returning starter,Mason Heintschel,42.012797926905485,16.0,0.0,65.64092002371447,85.0,39.842596447721945,48.441482616018,5,50
53,Kansas,56.20650932315833,56.710103282122056,53,42.46373303115548,70.816,82.4,57.7,56.03752987681558,Returning starter,Jalon Daniels,45.01944879498661,31.0,0.0,56.57950724942215,85.0,44.120254308029075,49.47596713269909,6,50
54,Duke,56.025466170376546,56.52045577438232,54,49.63972623115683,61.898,46.2,79.6,49.55368633940062,Transfer (incoming),Walker Eget,45.65617188991404,19.0,0.0,68.05031350373729,85.0,44.14571567423764,49.490784038530315,6,50
55,San Diego State,55.94149935633545,56.5070403910586,55,57.16386937226711,65.494,83.0,45.7,38.76798354476926,Returning starter,Jayden Denegal,46.54236889760812,26.0,0.0,57.9068180965389,85.0,42.36851452297937,49.250115471764914,5,50
56,Air Force,55.79912686899366,56.32107784909518,58,36.23341209936451,85.0,85.0,85.0,53.583609119323405,Returning starter,Liam Szarka,50.0,,,31.20982330471588,85.0,43.27230334655715,50.437355254291795,5,50
57,Central Michigan,55.71755305263252,56.370077479545,57,48.864912657329064,70.012,66.7,73.8,55.20448382055524,Returning starter,Joey Labas,42.82642701975303,12.0,0.0,47.39621731756372,85.0,40.05696680673285,47.11139062966576,6,50
58,UCF,55.71129309494239,56.49576323857895,56,55.46399026984801,60.312000000000005,51.1,70.7,45.0,Transfer (incoming),Alonza Barnett III,45.35943181705792,31.0,0.0,66.27011996067601,85.0,36.88400964766493,46.71977209778181,5,50
59,North Carolina,55.50538918092481,55.664969807310236,63,40.443506388077346,63.878,63.9,63.8,44.71846846846847,Returning starter,Giovanni Lopez,46.24277783948605,20.0,0.0,78.73287605439319,85.0,51.67545414767454,53.87261590806824,6,50
60,Delaware,55.50062485755597,56.06277557603738,60,43.00792198130614,84.624,85.0,84.2,57.95102500459643,Returning starter,Nick Minicucci,42.5983460779146,13.0,0.0,21.07808137964158,85.0,42.00900761400202,48.247354999491534,6,50
61,Georgia Southern,55.494500673816624,56.085103302829914,59,41.0583896727473,75.236,84.0,65.3,53.3809638720353,Returning starter,JC French,44.53179638823957,17.0,0.0,48.24755838561523,85.0,41.32003757749745,47.84641798504374,6,50
62,Hawai'i,55.32216310418722,55.8426802631718,62,48.67480671066493,71.068,59.6,84.0,55.949623092480245,Returning starter,Micah Alejado,45.895199242694964,16.0,0.0,36.78800374478432,85.0,42.8297512885573,48.7249759424466,6,50
63,Miami (OH),55.252177109094,55.99079297497817,61,47.993007723256035,73.21000000000001,77.7,68.2,41.366921768707485,Returning starter,Dequan Finn,45.475791347958115,16.0,0.0,52.0843310044127,85.0,37.52539632787406,45.63817662052349,6,50
64,Cincinnati,54.95605969680247,55.33105345731805,64,59.964133620291705,52.215999999999994,40.3,65.6,45.0,Transfer (incoming),JC French IV,46.487224274581706,22.0,0.0,64.92775436766428,85.0,45.95620944442851,51.99921896522781,5,50
65,Southern Miss,54.574248724571255,55.04916428707673,65,51.57668331621096,54.769999999999996,76.6,30.1,60.10261537047252,Returning starter,Braylon Braxton,48.30465037107105,37.0,0.0,52.77591818509291,85.0,43.176275224439934,48.926630970860245,6,50
66,Arkansas,54.22063646160859,54.27338160584573,71,53.84016926934856,63.338,59.6,67.5,45.0,Transfer (incoming),AJ Hill,47.95113465716075,41.0,0.0,77.30475208627263,0.0,52.95475299991707,56.07192896703901,5,50
67,Michigan,54.2065717947576,54.60717940726916,68,53.48464695623755,58.854,59.7,57.9,44.161553134767416,Returning starter,Bryce Underwood,50.99077471641295,17.0,0.0,87.77420001200733,0.0,44.59198909448019,52.66017093386869,4,50
68,Eastern Michigan,54.194164239379035,54.86586109484953,66,42.261769283877705,74.36800000000001,81.7,66.1,47.49023257951829,Returning starter,Noah Kim,43.86141851395729,11.0,0.0,45.82271879596554,85.0,38.07343970808758,45.95710322837056,6,50
69,Penn State,53.98532183887699,54.74869075259033,67,56.43495225181464,55.76200000000001,64.2,46.3,47.765214193785624,Transfer (incoming),Rocco Becht,49.301805420857676,37.0,0.0,87.96292400864527,0.0,35.66446790975683,46.01007588824556,5,50
70,New Mexico,53.98201108212068,54.42270461820085,69,52.275301724764915,74.34400000000001,66.0,83.7,49.22182386468101,Returning starter,Jack Layne,45.66513458777197,15.0,0.0,19.846798922342632,85.0,43.40536621619639,49.05994744821783,6,50
71,Army,53.72560558660498,54.41523585625877,70,46.68783713666894,85.0,85.0,85.0,29.297090457804746,Returning (limited 2025),Cale Hellums,50.0,,,25.130913232071563,85.0,37.17447911491392,46.8888069684097,5,50
72,LSU,53.41238637685575,53.67088782699561,73,47.006111577760954,57.698,40.8,76.7,43.461918551204256,Transfer (incoming),Sam Leavitt,55.82789974060107,41.0,0.0,89.83877671629695,0.0,47.208351573498994,52.727886541891706,5,50
73,Wyoming,53.2355891625954,53.624901096026896,74,44.394646748931706,59.558,50.7,69.6,59.94794539437397,Transfer (incoming),Tyler Hughes,45.95811094808579,19.0,0.0,47.09295732897067,85.0,43.8921027602394,49.34319735235201,6,50
74,Marshall,53.1438361960007,53.72777611009361,72,41.12240094543603,64.87,64.4,65.4,56.23850891708035,Returning starter,Carlos Del Rio-Wilson,47.49710085996031,27.0,0.0,44.937929074235285,85.0,39.12927825777087,46.57153452932612,6,50
75,Arizona State,52.88379006608512,53.27964176692687,75,49.06942066320587,62.367999999999995,47.4,79.3,27.949760985475272,Returning (stepped up),Jeff Sims,49.130311685130906,24.0,0.0,63.30244480383034,85.0,43.38334924588289,50.501976948971304,5,50
76,Kansas State,52.59629618409878,53.163471201156476,76,54.14693185778779,61.316,65.9,56.2,49.715423331494755,Returning starter,Avery Johnson,46.07678185307371,26.0,0.0,68.92948848797766,0.0,38.98409577471407,47.941889486419086,5,50
77,Virginia Tech,52.59080018190136,52.77253630112752,78,41.00661204199284,72.696,74.2,71.0,40.02482073910645,Returning starter,Kyron Drones,49.789985850213725,27.0,0.0,72.20956064449314,0.0,48.22913332047313,51.86707501357943,6,50
78,Purdue,52.56528213463508,52.706195866970496,79,35.86875554042852,68.65400000000001,63.6,74.3,35.642753723110864,Returning starter,Ryan Browne,45.51938161867068,29.0,0.0,64.53402387956653,85.0,49.183352558585035,53.87721228399396,5,50
79,Missouri State,52.334976523251036,52.888265924325836,77,48.36998351142966,67.786,67.2,68.5,58.99050836550836,Returning starter,Jacob Clark,44.943568011797694,19.0,0.0,18.385068516795243,85.0,39.056030897455905,46.52890919526971,6,50
80,Western Kentucky,52.18656605774914,52.635426870298296,80,49.967414417826994,61.316,64.7,57.5,49.8669332597904,Returning starter,Maverick McIvor,41.93318020016335,19.0,0.0,41.608356159757456,85.0,41.41390655656948,46.446201811934934,7,50
81,Syracuse,52.18212806972546,52.200898868782446,81,30.01666792905715,64.238,51.1,79.0,49.87147223754367,Returning (stepped up),Steven Angeli,45.65063172370906,19.0,0.0,64.03517845885992,85.0,51.731628892357705,53.90530605891268,6,50
82,Auburn,52.07526854846774,52.15785505646718,82,50.748752247684145,39.468,18.6,63.0,69.74731108659681,Transfer (incoming),Byrum Brown,50.181128151685336,38.0,0.0,86.29294888632066,0.0,50.093192356481104,54.40668153935513,5,50
83,Washington State,51.924769433693136,52.082185718462064,83,49.36946989351668,52.288,50.9,53.8,41.501195072623645,Returning starter,Zevi Eckhaus,46.7095002719143,28.0,0.0,62.02697970762165,85.0,48.1467785992388,51.02559959698876,6,50
84,Tulane,51.5682016209032,51.980423231989086,84,50.310003175063706,62.512,58.0,67.6,52.060063890421034,Returning starter,Jake Retzlaff,47.7717252079071,20.0,0.0,59.195292753579686,0.0,41.674882954842055,48.05291556642615,6,50
85,East Carolina,51.436305563771434,51.96148812959546,85,55.30419900288917,46.614000000000004,34.3,60.5,45.0,Transfer (incoming),Emory Williams,47.72409284115825,23.0,0.0,57.20909855011557,85.0,38.8319239839948,46.39849313645812,6,50
86,Wisconsin,51.3390598254419,51.81060626326053,87,37.56075723107829,67.534,66.5,68.7,20.45608108108108,Returning starter,Hunter Simmons,46.30555685295534,33.0,0.0,73.4945509260649,85.0,40.021945317794845,48.545852322538806,5,50
87,Troy,51.22617913396276,51.81125031755095,86,44.64778387883636,62.94800000000001,53.1,74.0,40.90923193601765,Returning starter,Tucker Kilcrease,46.58373706947204,14.0,0.0,46.25660158946958,85.0,37.184470727846254,45.4397794697309,6,50
88,UNLV,51.191256782955385,51.53196677800139,88,54.05171450457741,55.876000000000005,46.1,66.9,39.79425216032359,Transfer (incoming),Jackson Arnold,46.05022230707022,15.0,0.0,44.02770408699307,85.0,43.01421690185111,48.832323270114905,6,50
89,Louisiana Tech,51.00932622573632,51.52152844546888,89,47.91495607346519,57.608000000000004,54.6,61.0,45.5156048906049,Returning starter,Blake Baker,43.3303180354884,11.0,0.0,47.940564681956,85.0,38.71647295215463,46.33130793308447,6,50
90,Memphis,51.00770097525363,51.4675128167229,90,54.07329553267601,52.986000000000004,59.4,45.7,55.78087653980511,Returning starter,Brendon Lewis,48.94480442715811,51.0,0.0,63.122766262420086,0.0,39.97221677999115,47.062071470782485,6,50
91,Kentucky,50.86426913509971,50.94156176965362,92,41.005780312280734,60.244,53.1,68.3,45.0,Transfer (incoming),Kenny Minchey,49.29433624661986,29.0,0.0,79.3165046303245,0.0,49.00924590580566,53.775893216600245,5,50
92,Kent State,50.676152091210746,50.844107529684706,93,38.830639171513575,61.292,51.4,72.5,53.50144787644787,Returning starter,Dru Deshields,40.392518992426204,11.0,0.0,45.30439374268305,85.0,46.64522156783547,49.49049649983456,7,50
93,South Alabama,50.62843317555265,51.28223884777719,91,40.78623848998834,61.356,77.9,42.7,49.235096065453206,Returning starter,Bishop Davenport,43.10932175659513,12.0,0.0,46.89331942484916,85.0,34.937097042163686,44.1319500313746,6,50
94,Florida Atlantic,50.43057481213018,50.7679897826,94,46.28295306370688,64.428,58.6,71.0,53.62244897959184,Returning starter,Caden Veltkamp,48.8598319300841,22.0,0.0,49.63517658271546,0.0,42.332615520854596,48.435674347432155,6,50
95,Florida,50.37506409833765,50.1764540389519,101,40.481865406501136,57.21,51.1,64.1,41.70016317337746,Returning starter,D.J. Lagway,46.66328019719228,27.0,0.0,87.64919513403176,0.0,55.14170552359571,55.889755122188696,6,50
96,Stanford,50.238644539318315,50.0852797019966,102,34.8688870769015,74.258,68.9,80.3,34.668309891524174,Returning starter,Ben Gulbranson,42.43422167523611,6.0,0.0,73.4106578137664,0.0,53.91940063503933,55.17845093362188,6,50
97,Colorado,50.172186842685036,50.20328061157068,100,38.95370270952584,50.467999999999996,51.9,48.8,40.3692084942085,Returning starter,Kaidon Salter,49.165492577657126,42.0,0.0,68.48997200792483,85.0,49.425936389429324,52.56353875499797,6,50
98,Jacksonville State,50.12312240897151,50.51095440428599,96,48.2589085665781,63.1,58.4,68.4,40.49095651774223,Returning starter,Caden Creel,48.630277839486055,20.0,0.0,27.004862778795065,85.0,40.81515452142405,47.55260795786994,6,50
99,California,50.11560948653496,50.52707612380479,95,47.01197844133301,58.584,61.1,55.8,50.729453943739664,Returning starter,Jaron-Keawe Sagapolutele,49.89412794755733,32.0,0.0,61.20180297481464,0.0,40.240410192059,48.67298507114652,5,50
100,Boston College,49.899113332555764,49.8569978363534,104,39.007305647269924,54.936,46.1,64.9,38.92466446037874,Returning (stepped up),Grayson James,44.898138128377354,26.0,0.0,62.604652650616885,85.0,50.909885241412546,53.427103192902855,6,50
101,Tulsa,49.802314978427226,50.49362234869249,97,46.011473594550296,55.800000000000004,51.1,61.1,42.8258296561868,Returning starter,Baylor Hayes,45.909718838771695,21.0,0.0,47.253137288746146,85.0,33.210938092060715,43.127434625410324,6,50
102,UL Monroe,49.75407247720685,50.45079754849088,98,40.82101411064435,69.858,68.0,71.9,37.672653520867804,Returning starter,Aidan Armenta,43.50067257632816,20.0,0.0,34.78997407168373,85.0,33.0326707663902,43.02369430937198,6,50
103,Louisiana,49.63922200231525,50.35191104321885,99,38.73601005703185,66.39999999999999,52.3,82.3,40.23895706931421,Returning starter,D'Wayne' Winfield,39.22790998663153,5.0,0.0,47.30459167592232,85.0,32.53468502062901,42.73389808085092,6,50
104,Nevada,49.5958241120421,49.92966266509905,103,37.69090641344376,66.196,73.6,57.9,32.76412254090826,Returning starter,Carter Jones,50.0611806784946,14.0,0.0,42.36645247350884,85.0,41.58369883867526,47.99985217416826,6,50
105,Florida International,49.29479817782682,49.817270032281314,105,47.823452088832646,54.364,55.0,53.7,38.88071106821106,Returning (stepped up),Joe Pesansky,44.020199242694964,16.0,0.0,48.43876939933359,85.0,36.75547367091917,45.19013029763648,6,50
106,Old Dominion,49.199832723805784,49.628859780795814,107,67.93957333615558,41.25,20.1,65.1,40.456770546056255,Transfer (incoming),Jaxon Potter,41.01952055268425,15.0,0.0,40.127654181550746,85.0,38.90318335604495,46.439961586996496,6,50
107,Buffalo,49.19234414061847,49.726083882982195,106,43.85902233650227,54.442,53.9,55.0,42.65955368633939,Returning starter,Ta'Quan Roberson,43.961811084800225,16.0,0.0,50.467871213940505,85.0,36.38259032388896,44.97313575799861,6,50
108,Arkansas State,48.95528128722789,49.49211432366203,108,36.914060261263344,53.626000000000005,50.9,56.7,45.0,Transfer (incoming),Trey Owens,46.103447650043194,24.0,0.0,57.86744851859635,85.0,36.0712884128084,44.791977721788854,6,50
109,UTEP,48.93613410948804,49.27958777468807,110,47.64787013922745,42.354,20.9,66.6,57.17554927376355,Transfer (incoming),EJ Colson,47.428515831252895,21.0,0.0,45.16053098640171,85.0,40.69324614468734,47.48166498790717,6,50
110,Akron,48.893851628048694,49.37640430659015,109,38.571254515013855,62.472,73.0,50.6,41.780658209229635,Returning starter,Ben Finley,46.472152131631624,15.0,0.0,38.06298911085763,85.0,37.312587343053885,45.51433524208801,6,50
111,Ohio,48.83037412828153,49.23822251763968,111,51.20792194223663,43.596000000000004,27.5,61.8,51.908553962125396,Transfer (incoming),Matt Vezza,48.38960348720692,18.0,0.0,40.63540622279591,85.0,39.042012783685884,46.520751539079534,6,50
112,West Virginia,48.29573113849877,48.5229731255842,114,35.00894072964274,49.632,32.9,68.5,38.21101075565362,Returning starter,Scotty Fox Jr.,45.41372220304409,34.0,0.0,70.98587188184793,85.0,42.8419234484485,51.64174334191211,4,50
113,App State,48.11912284679667,48.549438000934934,113,41.194836272651465,48.2,43.5,53.5,46.160312097812096,Returning (stepped up),J.J. Kohl,49.02264468117062,37.0,0.0,49.47485459880527,85.0,37.79155914747837,45.7930665585396,6,50
114,Middle Tennessee,48.08043331658825,48.69193467657498,112,41.1525594229138,56.416000000000004,53.9,59.2,44.92059661702519,Returning starter,Nick Vattiato,43.93248767938773,19.0,0.0,40.27585345810945,85.0,33.404400676906775,43.24001762186262,6,50
115,UCLA,47.85458519240279,48.189895587888174,116,36.33644022852856,62.458000000000006,71.2,52.6,43.76367438867439,Returning starter,Nico Iamaleava,47.83881116550478,41.0,0.0,64.20712447092727,0.0,39.8071357007536,48.42084670260193,5,50
116,Liberty,47.67994407301533,48.233285058741515,115,44.01234678358375,53.986000000000004,41.6,67.9,35.12232257767972,Returning starter,Ethan Vasko,45.38852274376197,26.0,0.0,46.361325158346595,85.0,34.39976041558675,43.81925407741671,6,50
